,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal
322877,26 WILLOW PL,BROOKLYN,,6400,116035649,94534,36047.0,26 WILLOW PL BROOKLYN NY 11201-4513,HEIGHTS PLAYERS INC,A65,87304.0,103740.0,NY,26 WILLOW PL,11201-4513,11201.0,A65
322910,1088 PARK AVE,NEW YORK,,148760,455456044,36153,36061.0,1088 PARK AVE NEW YORK NY 10128-0000,ARTWORKS NYC INCORPORATED,A25,0.0,148760.0,NY,1088 PARK AVE,10128-0000,10128.0,A25
323182,STE 102,NEW YORK,,84910,134154262,69618,36061.0,STE NEW YORK NY 10011-0000,PREMIERE COMMISSION INC,A68,0.0,88097.0,NY,STE,10011-0000,10011.0,A68
323597,476 DEAN STREET,BROOKLYN,,158956,43702601,113670,36047.0,476 DEAN STREET BROOKLYN NY 11217-2132,FIST AND HEEL PERFORMANCE GROUP INC,A62,0.0,159356.0,NY,476 DEAN STREET,11217-2132,11217.0,A62
323658,545 8TH AVE RM 8SE,NEW YORK,,159144,112706055,187885,36061.0,545 8TH AVE NEW YORK NY 10018-0000,DANCING IN THE STREET INC,A60,29200.0,188367.0,NY,545 8TH AVE,10018-0000,10018.0,A60
324066,15320 33RD AVE,FLUSHING,,3661,421538753,15070,36081.0,15320 33RD AVE FLUSHING NY 11354-3312,ARBITER OF CULTURAL TRADITIONS INC,A68,0.0,11719.0,NY,15320 33RD AVE,11354-3312,11354.0,A68
324109,58 FARRAGUT AVE,STATEN ISLAND,,54436,112685724,57059,36085.0,58 FARRAGUT AVE STATEN ISLAND NY 10303-2903,THEATRE REHABILITATION FOR YOUTH,A65,0.0,54436.0,NY,58 FARRAGUT AVE,10303-2903,10303.0,A65
324445,404 E 76TH ST APT 5E,NEW YORK,,28542,134318954,44045,36061.0,404 E 76TH ST NEW YORK NY 10021-1411,CHAMBER ORCHESTRA OF NEW YORK - OTTORINO RESPIGHI,A69,15648.0,44190.0,NY,404 E 76TH ST,10021-1411,10021.0,A69
324486,37-24 24TH STREET,LONG ISLAND CITY,,40304,204388158,116822,36081.0,37-24 24TH STREET LONG ISLAND CITY NY 11101-3553,DANCE ENTROPY,A62,67133.0,110576.0,NY,37-24 24TH STREET,11101-3553,11101.0,A62
324579,107 SUFFOLK ST APT 411,NEW YORK,,32325,134058830,39864,36061.0,107 SUFFOLK ST NEW YORK NY 10002-3300,ARTISTS ALLIANCE INC,A40,4211.0,43803.0,NY,107 SUFFOLK ST,10002-3300,10002.0,A40
324587,40 WALL STREET,NEW YORK,,0,200864170,13005,36061.0,40 WALL STREET NEW YORK NY 10005-1304,SOUTH ASIAN AMERICAN ASSOCIATION INC,A23,0.0,26847.0,NY,40 WALL STREET,10005-1304,10005.0,A23
324921,636 BROADWAY,NEW YORK,,160000,270266647,175295,36061.0,636 BROADWAY NEW YORK NY 10012-2607,HOWL ARTS,A20,8659.0,168659.0,NY,636 BROADWAY,10012-2607,10012.0,A20
325437,301 WEST 57TH ST,NEW YORK,,25674,743165462,68882,36061.0,301 WEST 57TH ST NEW YORK NY 10019-3114,GOHAN SOCIETY,A23,49861.0,78200.0,NY,301 WEST 57TH ST,10019-3114,10019.0,A23
325483,3103 FAIRFIELD AVE APT 9F,RIVERDALE,,0,454460685,193530,36005.0,3103 FAIRFIELD AVE RIVERDALE NY 10463-3286,RIVERDALE CHILDRENS THEATRE INC,A65,199969.0,199971.0,NY,3103 FAIRFIELD AVE,10463-3286,10463.0,A65
325843,PO BOX 20533,NEW YORK,,2000,132946768,55986,36061.0,,INTERNATIONAL ASSOCIATION OF ART CRITICS AMERICAN SECTION,A03,62030.0,64176.0,NY,,10001-0000,10001.0,A03
325988,153 PROSPECT AVE APT 2R,BROOKLYN,,65051,61736291,66943,36047.0,153 PROSPECT AVE BROOKLYN NY 11215-5365,MIMA MUSIC,A68,3670.0,68721.0,NY,153 PROSPECT AVE,11215-5365,11215.0,A68
326283,PO BOX 727,NEW YORK,,49121,800742652,35172,36061.0,,CO LAB THEATER GROUP INC,A65,4473.0,53594.0,NY,,10108-0727,10108.0,A65
326473,5956 57TH DR,MASPETH,,16772,113535891,29361,36081.0,5956 57TH DR MASPETH NY 11378-2702,MUSICA REGINAE PRODUCTIONS LTD,A68,7947.0,24719.0,NY,5956 57TH DR,11378-2702,11378.0,A68
326553,800 6TH AVENUE SUITE 11C,NEW YORK,,2500,61588655,121793,36061.0,800 6TH AVENUE NEW YORK NY 10001-6348,MANHATTAN ART PROGRAM INC,A25,96097.0,98602.0,NY,800 6TH AVENUE,10001-6348,10001.0,A25
326800,30 EAST END AVENUE ROOM 3-A,NEW YORK,,51308,42575633,46944,36061.0,30 EAST END AVENUE NEW YORK NY 10028-7098,SEVENARS CONCERTS INC,A68,0.0,53139.0,NY,30 EAST END AVENUE,10028-7098,10028.0,A68
326946,27-28 THOMSON AVE,LONG ISLAND CITY,,164409,201064485,183712,36081.0,27-28 THOMSON AVE LONG ISLAND CITY NY 11101-2922,ITALIAN LANGUAGE INTERCULTURAL ALLIANCE INC,A20,0.0,164409.0,NY,27-28 THOMSON AVE,11101-2922,11101.0,A20
327454,570 ISHAM STREET,NEW YORK,,73677,300715057,63603,36061.0,570 ISHAM STREET NEW YORK NY 10034-2026,WEST SIDE CHAMBER ORCHESTRA INC,A69,0.0,74987.0,NY,570 ISHAM STREET,10034-2026,10034.0,A69
327721,C/O ROBERT PERLSTEIN ESQ 1501,NEW YORK,,111516,452473321,127715,36061.0,C/O ROBERT PERLSTEIN ESQ NEW YORK NY 10036-0000,CHELSEA MUSIC FESTIVAL CORPORATION,A68,15972.0,128894.0,NY,C/O ROBERT PERLSTEIN ESQ,10036-0000,10036.0,A68
327731,56 HAWTHORNE STREET 2,BROOKLYN,,11003,113634222,16770,36047.0,56 HAWTHORNE STREET BROOKLYN NY 11225-5715,WILLIAMSBURG ART NEXUS INC,A60,7636.0,18647.0,NY,56 HAWTHORNE STREET,11225-5715,11225.0,A60
327749,595 BROADWAY,NEW YORK,,36355,134089362,51983,36061.0,595 BROADWAY NEW YORK NY 10012-3222,PECULIAR WORKS PROJECT INC,A61,14336.0,50724.0,NY,595 BROADWAY,10012-3222,10012.0,A61
328064,20 W 44TH ST STE 508,NEW YORK,,3395,133541450,101653,36061.0,20 W 44TH ST NEW YORK NY 10036-6603,AMERICAN FRIENDS OF THE GEORGIAN GROUP INC,A40,81155.0,87172.0,NY,20 W 44TH ST,10036-6603,10036.0,A40
328076,70 WEST 95TH STREET,NEW YORK,,9909,562322737,150772,36061.0,70 WEST 95TH STREET NEW YORK NY 10025-6721,ARTS IN ACTION V A P INC,A40,131332.0,141247.0,NY,70 WEST 95TH STREET,10025-6721,10025.0,A40
328102,521 5TH AVENUE NO 1700,NEW YORK,,6695,237205214,7944,36061.0,521 5TH AVENUE NO NEW YORK NY 10175-0003,MIMI GARRARD DANCE COMPANY INC,A62,0.0,7720.0,NY,521 5TH AVENUE NO,10175-0003,10175.0,A62
328588,431 WEST 146TH STREET,NEW YORK,,76377,270865321,50091,36061.0,431 WEST 146TH STREET NEW YORK NY 10031-5229,MUSIC FOR LIFE INTERNATIONAL INC,A68,1800.0,78177.0,NY,431 WEST 146TH STREET,10031-5229,10031.0,A68
328719,136-40 39TH AVE,FLUSHING,,400,113585015,40346,36081.0,136-40 39TH AVE FLUSHING NY 11354-5566,DIX HILLS CHINESE CULTURAL ASSOCIATION INC,A23,62443.0,64371.0,NY,136-40 39TH AVE,11354-5566,11354.0,A23
328765,319 W 76TH ST APT 5A,NEW YORK,,9650,364420273,50194,36061.0,319 W 76TH ST NEW YORK NY 10023-8045,YOUNG NEW YORKERS CHORUS,A6B,44599.0,54620.0,NY,319 W 76TH ST,10023-8045,10023.0,A6B
328855,MEDGAR EVERS COLL 1150 CARROLL ST,BROOKLYN,,2298,452318579,47984,36047.0,MEDGAR EVERS COLL 1150 CARROLL ST BROOKLYN NY 11225-0000,CARIBBEAN STUDIES ASSOCIATION INC,A23,78078.0,82801.0,NY,MEDGAR EVERS COLL 1150 CARROLL ST,11225-0000,11225.0,A23
329411,150L GREAVES LANE 312,STATEN ISLAND,,84496,200404386,62029,36085.0,150L GREAVES LANE STATEN ISLAND NY 10308-0000,WHERE TO TURN INC,A65,0.0,84496.0,NY,150L GREAVES LANE,10308-0000,10308.0,A65
329528,PO BOX 20029,NEW YORK,,38470,133334527,100002,36061.0,,DANCENOW NYC INC,A62,41680.0,80150.0,NY,,10014-0707,10014.0,A62
329954,PO BOX 1449,NEW YORK,,60887,200021714,70043,36061.0,,MOVING THEATER,A65,24676.0,85563.0,NY,,10150-1449,10150.0,A65
330302,24 WAVERLY PL,NEW YORK,,2674,454978601,19037,36061.0,24 WAVERLY PL NEW YORK NY 10003-6757,ENSEMBLE MISE-EN INC,A6C,16489.0,19163.0,NY,24 WAVERLY PL,10003-6757,10003.0,A6C
330320,105 WEST 73RD ST,NEW YORK,,56701,460847454,19852,36061.0,105 WEST 73RD ST NEW YORK NY 10023-2909,CCPC NY INC,A23,24607.0,81389.0,NY,105 WEST 73RD ST,10023-2909,10023.0,A23
330401,C/O139 FULTON STREET,NEW YORK,,950,134007378,32484,36061.0,C/O139 FULTON STREET NEW YORK NY 10038-0000,CHUNG YING CANTONESE OPERA ASSOCIATION INC,A6A,30235.0,31185.0,NY,C/O139 FULTON STREET,10038-0000,10038.0,A6A
330439,205 W 95TH ST APT 6H,NEW YORK,,0,237365082,0,36061.0,205 W 95TH ST NEW YORK NY 10025-6385,EXPERIMENTS IN INTERACTIVE ART INC,A20,0.0,0.0,NY,205 W 95TH ST,10025-6385,10025.0,A20
330566,C/O L GLENN HERSHEY 162 WEST 21ST,NEW YORK,,8550,61129274,5780,36061.0,C/O L GLENN HERSHEY 162 WEST NEW YORK NY 10011-3202,WORKS INC,A62,0.0,8550.0,NY,C/O L GLENN HERSHEY 162 WEST,10011-3202,10011.0,A62
330797,271 MASON AVE,STATEN ISLAND,,76216,450594440,76141,36085.0,271 MASON AVE STATEN ISLAND NY 10305-0000,WORLD LEBANESE CULTURAL UNION INC,A23,0.0,76216.0,NY,271 MASON AVE,10305-0000,10305.0,A23
330840,133-51 37 AVE,FLUSHING,,28400,113488551,29279,36081.0,133-51 37 AVE FLUSHING NY 11354-4497,HAKKA ASSOCIATION OF N Y INC,A23,960.0,29657.0,NY,133-51 37 AVE,11354-4497,11354.0,A23
330915,1717 TROUTMAN ST STE 214,RIDGEWOOD,,32128,263041529,55134,36081.0,1717 TROUTMAN ST RIDGEWOOD NY 11385-1038,YARNWIRE INC,A69,36524.0,68652.0,NY,1717 TROUTMAN ST,11385-1038,11385.0,A69
331018,853 MANHATTAN AVENUE,BROOKLYN,,29952,113348710,51428,36047.0,853 MANHATTAN AVENUE BROOKLYN NY 11222-5971,WOVEN SPACES INC,A40,23223.0,53175.0,NY,853 MANHATTAN AVENUE,11222-5971,11222.0,A40
331095,C/O ML KINNEY 19-19 23 DRIVE,ASTORIA,,983,202271343,3144,36081.0,C/O ML KINNEY 19-19 23 DRIVE ASTORIA NY 11105-3721,MILK CAN THEATRE COMPANY INC,A65,0.0,983.0,NY,C/O ML KINNEY 19-19 23 DRIVE,11105-3721,11105.0,A65
331271,133 WOOSTER ST,NEW YORK,,35310,134078810,45027,36061.0,133 WOOSTER ST NEW YORK NY 10012-3176,FIVE MYLES INC,A60,1250.0,36560.0,NY,133 WOOSTER ST,10012-3176,10012.0,A60
331522,2 COLUMBUS AVE APT 39C,NEW YORK,,31386,300316122,70518,36061.0,2 COLUMBUS AVE NEW YORK NY 10023-6934,NATIONAL SOCIETY DAUGHTERS OF THE BRITISH EMPIRE IN THE UNITED,A23,0.0,92038.0,NY,2 COLUMBUS AVE,10023-6934,10023.0,A23
331591,236 W 78TH ST APT 3,NEW YORK,0.0,17450,134138159,60150,36061.0,236 W 78TH ST NEW YORK NY 10024-6638,DRILLING COMPANY THEATRICAL PRODUCTIONS INC,A65,12000.0,59550.0,NY,236 W 78TH ST,10024-6638,10024.0,A65
331721,70 A GREENWICH AVE-BOX 315,NEW YORK,5405.0,9481,133652071,11035,36061.0,70 A GREENWICH AVE-BOX NEW YORK NY 10011-8300,LAVENDER LIGHT THE BLACK & PEOPLE OF ALL COLORS LESBIAN & GAY CHOIR,A6B,2908.0,12411.0,NY,70 A GREENWICH AVE-BOX,10011-8300,10011.0,A6B
332390,248 W 60TH ST,NEW YORK,127543.0,6500,203460356,419869,36061.0,248 W 60TH ST NEW YORK NY 10023-7403,ELLISON BALLET FOUNDATION INC,A63,554343.0,561243.0,NY,248 W 60TH ST,10023-7403,10023.0,A63
332801,215 W 57TH ST,NEW YORK,2520198.0,552181,131844837,7923376,36061.0,215 W 57TH ST NEW YORK NY 10019-2104,ART STUDENTS LEAGUE OF NEW YORK,A25,3785089.0,6182073.0,NY,215 W 57TH ST,10019-2104,10019.0,A25
334298,PO BOX 720449,JACKSON HTS,0.0,2780,112626225,11992,36081.0,,OLLANTAY CENTER FOR THE ARTS INC,A23,0.0,2780.0,NY,,11372-0449,11372.0,A23
334536,159 BEACH 141ST ST,BELLE HARBOR,0.0,0,201987173,340,36081.0,159 BEACH 141ST ST BELLE HARBOR NY 11694-1227,PENINSULA PERFORMING ARTS CONSERVATORY INC,A60,0.0,0.0,NY,159 BEACH 141ST ST,11694-1227,11694.0,A60
334546,131 W 24TH ST APT 4,NEW YORK,272833.0,494457,132799828,637823,36061.0,131 W 24TH ST NEW YORK NY 10011-0000,MULLER WORKS FOUNDATION,A62,73207.0,584868.0,NY,131 W 24TH ST,10011-0000,10011.0,A62
334610,90 JOHN ST RM 312,NEW YORK,443887.0,656350,132928942,1529161,36061.0,90 JOHN ST NEW YORK NY 10038-3243,MEET THE COMPOSER INC,A68,0.0,1143957.0,NY,90 JOHN ST,10038-3243,10038.0,A68
335273,333 E 57TH ST APT 13B,NEW YORK,0.0,85000,205113687,124633,36061.0,333 E 57TH ST NEW YORK NY 10022-2422,CENTER FOR INITIATIVE IN ART ANDCULTURE INC,A40,42965.0,127965.0,NY,333 E 57TH ST,10022-2422,10022.0,A40
335711,195 CHRYSTIE ST RM 401A,NEW YORK,97600.0,215831,133947679,246942,36061.0,195 CHRYSTIE ST NEW YORK NY 10002-1240,CLUBBED THUMB INC,A65,13414.0,231731.0,NY,195 CHRYSTIE ST,10002-1240,10002.0,A65
335716,213 W 137TH ST,NEW YORK,129797.0,219781,132632596,429797,36061.0,213 W 137TH ST NEW YORK NY 10030-2406,NATIONAL BLACK THEATRE WORKSHOP INCORPORATED,A65,184788.0,404573.0,NY,213 W 137TH ST,10030-2406,10030.0,A65
335734,505 EIGHTH AVENUE 21ST FLOOR,NEW YORK,1268542.0,3466426,132805575,3098208,36061.0,505 EIGHTH AVENUE NEW YORK NY 10018-6505,WORLD HUNGER YEAR INC,A68,279996.0,4404300.0,NY,505 EIGHTH AVENUE,10018-6505,10018.0,A68
336033,7 E 14TH ST APT 1207,NEW YORK,125242.0,217842,133920920,226847,36061.0,7 E 14TH ST NEW YORK NY 10003-3118,FIND YOUR VOICE INC,A65,18830.0,238471.0,NY,7 E 14TH ST,10003-3118,10003.0,A65
336698,275 E 7TH ST APT 4,NEW YORK,0.0,11300,61240889,124353,36061.0,275 E 7TH ST NEW YORK NY 10009-6025,THEATREMOVES INC,A65,112925.0,124225.0,NY,275 E 7TH ST,10009-6025,10009.0,A65
337117,BROADWAY AT VERNON BLVD,LONG ISLAND CITY,242775.0,1419081,113066597,817316,36081.0,BROADWAY AT VERNON BLVD LONG ISLAND CITY NY 11106-0000,SOCRATES SCULPTURE PARK INC,A40,8492.0,1428948.0,NY,BROADWAY AT VERNON BLVD,11106-0000,11106.0,A40
337489,52 WHITE STREET GROUND FLOOR,NEW YORK,32927.0,65473,611416521,225483,36061.0,52 WHITE STREET GROUND NEW YORK NY 10013-3461,MANHATTAN CHILDRENS THEATRE INC,A65,168332.0,233820.0,NY,52 WHITE STREET GROUND,10013-3461,10013.0,A65
337659,111 FRONT STREET SUITE 212,BROOKLYN,48313.0,57621,113452541,105188,36047.0,111 FRONT STREET BROOKLYN NY 11201-1007,D U M B O ARTS CENTER,A20,0.0,96627.0,NY,111 FRONT STREET,11201-1007,11201.0,A20
338184,1709 SUMMERFIELD ST 1 FL,RIDGEWOOD,0.0,236481,201238129,31432,36081.0,1709 SUMMERFIELD ST RIDGEWOOD NY 11385-8130,RIDGEWOOD NEPALESE SOCEITY INC,A23,0.0,236481.0,NY,1709 SUMMERFIELD ST,11385-8130,11385.0,A23
338358,1558 EAST 19TH STREET,BROOKLYN,0.0,0,262147943,134469,36047.0,1558 EAST 19TH STREET BROOKLYN NY 11230-7230,LID FOUNDATION INC,A23,137174.0,137174.0,NY,1558 EAST 19TH STREET,11230-7230,11230.0,A23
339448,PO BOX 4368,SUNNYSIDE,194075.0,391729,237448611,535503,36081.0,,THALIA SPANISH THEATRE INC,A65,104771.0,496520.0,NY,,11104-0368,11104.0,A65
339870,1133 BROADWAY STE 810,NEW YORK,48818.0,28062,237092617,101533,36061.0,1133 BROADWAY NEW YORK NY 10010-8046,ACMP - ASSOCIATED CHAMBER MUSIC PLAYERS INC,A6C,64769.0,103888.0,NY,1133 BROADWAY,10010-8046,10010.0,A6C
340011,246 W 38TH ST RM 4,NEW YORK,31700.0,125294,133040912,385353,36061.0,246 W 38TH ST NEW YORK NY 10018-9090,CAPOEIRA FOUNDATION INC,A62,301610.0,426904.0,NY,246 W 38TH ST,10018-9090,10018.0,A62
340023,132 W 22ND ST,NEW YORK,726222.0,1252257,133531713,2562001,36061.0,132 W 22ND ST NEW YORK NY 10011-2419,IRISH REPERTORY THEATRE COMPANY INC,A65,1313346.0,2922594.0,NY,132 W 22ND ST,10011-2419,10011.0,A65
340145,PO BOX 150613,BROOKLYN,42659.0,24782,20617728,191136,36047.0,,PIPER THEATRE PRODUCTIONS INC,A65,184010.0,212137.0,NY,,11215-0613,11215.0,A65
340204,481 EIGTH AVE,NEW YORK,164417.0,155917,133096579,306885,36061.0,481 EIGTH AVE NEW YORK NY 10001-1809,E MONTE MOTION INC,A62,89409.0,309315.0,NY,481 EIGTH AVE,10001-1809,10001.0,A62
340347,27 WEST 20TH STREET,NEW YORK,126443.0,173472,133839702,293445,36061.0,27 WEST 20TH STREET NEW YORK NY 10011-0000,EARLY STAGES PROGRAM INC,A20,92802.0,336056.0,NY,27 WEST 20TH STREET,10011-0000,10011.0,A20
340378,181 EAST 111TH ST,NEW YORK,0.0,6600,133435449,7616,36061.0,181 EAST 111TH ST NEW YORK NY 10029-2851,TEATRO MODERNO PUERTORRIQUENO INC,A23,0.0,6600.0,NY,181 EAST 111TH ST,10029-2851,10029.0,A23
340933,77 BLEECKER ST APT 631,NEW YORK,0.0,212,841666719,106971,36061.0,77 BLEECKER ST NEW YORK NY 10012-1554,212 SOCIETY,A12,0.0,486.0,NY,77 BLEECKER ST,10012-1554,10012.0,A12
341013,119 W 57TH ST STE 1215,NEW YORK,85125.0,139089,133163895,145484,36061.0,119 W 57TH ST NEW YORK NY 10019-2400,NEW YORK INTERNATIONAL BALLET COMPETITION INC,A63,1666.0,140578.0,NY,119 W 57TH ST,10019-2400,10019.0,A63
341215,5 W 102ND ST APT 5B,NEW YORK,0.0,6525,30515962,65414,36061.0,5 W 102ND ST NEW YORK NY 10025-4784,URBAN BALLET THEATER INC,A63,41606.0,48131.0,NY,5 W 102ND ST,10025-4784,10025.0,A63
341378,PO BOX 52,NEW YORK,0.0,0,133280750,1245,36061.0,,BOTTLE & CORK CLUB OF NEW YORK INC,A12,0.0,0.0,NY,,10039-0001,10039.0,A12
341472,140 2ND AVE STE 503,NEW YORK,105482.0,31057,133812712,289039,36061.0,140 2ND AVE NEW YORK NY 10003-8384,ART SWEATS INC,A62,168706.0,200882.0,NY,140 2ND AVE,10003-8384,10003.0,A62
341498,17603 JAMAICA AVE,JAMAICA,0.0,285482,112515828,289995,36081.0,17603 JAMAICA AVE JAMAICA NY 11432-5503,AFRICAN POETRY THEATRE INC,A23,23422.0,308904.0,NY,17603 JAMAICA AVE,11432-5503,11432.0,A23
341633,138 S OXFORD ST STE 3A,BROOKLYN,75700.0,17345,133585152,350978,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1694,WHITE BIRD PRODUCTIONS INC,A65,338713.0,356139.0,NY,138 S OXFORD ST,11217-1694,11217.0,A65
341697,75 LIVINGSTON ST APT 10B,BROOKLYN,0.0,5375,264622921,11834,36047.0,75 LIVINGSTON ST BROOKLYN NY 11201-5051,CHASE BROCK EXPERIENCE INC,A62,0.0,10877.0,NY,75 LIVINGSTON ST,11201-5051,11201.0,A62
341966,204 E 11 ST STE 223,NEW YORK,0.0,0,133799191,237765,36061.0,204 E 11 ST NEW YORK NY 10003-7301,ABSOLUTE ENSEMBLE LTD,A6C,181774.0,182821.0,NY,204 E 11 ST,10003-7301,10003.0,A6C
342177,143 LINDEN BLVD,BROOKLYN,17692.0,0,113811283,60771,36047.0,143 LINDEN BLVD BROOKLYN NY 11226-3380,FULL OF ENERGY SCHOOL OF DANCE INC,A6E,50327.0,50327.0,NY,143 LINDEN BLVD,11226-3380,11226.0,A6E
342521,350 FORT WASHINGTON AVE APT 3C,NEW YORK,125309.0,66637,263153404,300311,36061.0,350 FORT WASHINGTON AVE NEW YORK NY 10033-6817,JACK MUSIC INC,A68,240210.0,309748.0,NY,350 FORT WASHINGTON AVE,10033-6817,10033.0,A68
342779,4 WEST 43RD STREET STE 608,NEW YORK,182661.0,259226,133286419,602512,36061.0,4 WEST 43RD STREET NEW YORK NY 10036-7408,SPANISH DANCE ARTS COMPANY INC,A62,417918.0,677144.0,NY,4 WEST 43RD STREET,10036-7408,10036.0,A62
343310,40 W 57TH ST FL 20,NEW YORK,0.0,25501,550787027,118318,36061.0,40 W 57TH ST NEW YORK NY 10019-4001,NATIONAL JEWELRY INSTITUTE INC,A50,0.0,25501.0,NY,40 W 57TH ST,10019-4001,10019.0,A50
343461,138 SOUTH OXFORD STREET,BROOKLYN,299921.0,121038,134087832,552868,36047.0,138 SOUTH OXFORD STREET BROOKLYN NY 11217-1694,NEW YORK CITY PLAYERS INCORPORATED,A65,524946.0,649632.0,NY,138 SOUTH OXFORD STREET,11217-1694,11217.0,A65
343509,315 E 91ST ST,NEW YORK,0.0,108852,132983403,42842,36061.0,315 E 91ST ST NEW YORK NY 10128-5301,ISABEL ONEIL FOUNDATION FOR THE ART OF THE PAINTED FINISH INC,A40,0.0,122941.0,NY,315 E 91ST ST,10128-5301,10128.0,A40
343843,37 W 39TH ST RM 401,NEW YORK,888295.0,650800,133790835,1718281,36061.0,37 W 39TH ST NEW YORK NY 10018-0602,COMPLEXIONS-A CONCEPT IN DANCE,A62,1007934.0,1696102.0,NY,37 W 39TH ST,10018-0602,10018.0,A62
343912,PO BOX 20157,NEW YORK,135594.0,368206,134080195,697498,36061.0,,CHELSEA ART MUSEUM,A51,338145.0,738368.0,NY,,10011-0002,10011.0,A51
344139,2814 BRIGHTON 3RD ST,BROOKLYN,0.0,0,113203795,0,36047.0,2814 BRIGHTON 3RD ST BROOKLYN NY 11235-6712,TURKISH AMERICAN EYUP SULTAN CULTURAL CENTER INC,A23,0.0,0.0,NY,2814 BRIGHTON 3RD ST,11235-6712,11235.0,A23
344151,358 W 20TH ST,NEW YORK,0.0,835986,133645654,1711344,36061.0,358 W 20TH ST NEW YORK NY 10011-3302,FOUNDATION 20 21,A40,0.0,1597356.0,NY,358 W 20TH ST,10011-3302,10011.0,A40
344230,10 W 68TH ST,NEW YORK,78479.0,157403,510185930,251283,36061.0,10 W 68TH ST NEW YORK NY 10023-6053,EARLY MUSIC FOUNDATION INC,A68,67280.0,237536.0,NY,10 W 68TH ST,10023-6053,10023.0,A68
345281,3429 80TH ST APT 41,JACKSON HTS,14400.0,249417,132969466,136327,36081.0,3429 80TH ST JACKSON HTS NY 11372-0000,NEW YORK NEW MUSIC ENSEMBLE,A68,21844.0,271456.0,NY,3429 80TH ST,11372-0000,11372.0,A68
345693,15 W 28TH ST FL 3,NEW YORK,30430.0,189747,133740018,212727,36061.0,15 W 28TH ST NEW YORK NY 10001-6501,EMERGING ARTISTS THEATRE CO INC,A65,54226.0,244028.0,NY,15 W 28TH ST,10001-6501,10001.0,A65
346542,138 SOUTH OXFORD STREET 5TH FLOOR,BROOKLYN,167491.0,248650,133697027,363477,36047.0,138 SOUTH OXFORD STREET BROOKLYN NY 11217-1694,TARGET MARGIN THEATER INC,A65,20527.0,305067.0,NY,138 SOUTH OXFORD STREET,11217-1694,11217.0,A65
349042,244 FIFTH AVENUE,NEW YORK,,16016,274188634,16856,36061.0,244 FIFTH AVENUE NEW YORK NY 10001-7604,MARK STUART DANCE THEATRE INC,A62,6500.0,22516.0,NY,244 FIFTH AVENUE,10001-7604,10001.0,A62
349461,420 LEXINGTON AVE RM 402,NEW YORK,,0,841681865,1936,36061.0,420 LEXINGTON AVE NEW YORK NY 10170-0499,M GRAY MUSIC ACADEMY,A6E,0.0,10.0,NY,420 LEXINGTON AVE,10170-0499,10170.0,A6E
349577,1061 ATLANTIC AVE,BROOKLYN,,0,331108472,150,36047.0,1061 ATLANTIC AVE BROOKLYN NY 11238-2902,CARIBBEAN DIASPORA ASSOCIATION INC,A23,0.0,0.0,NY,1061 ATLANTIC AVE,11238-2902,11238.0,A23
349774,1484 1ST AVE,NEW YORK,,0,131853763,0,36061.0,1484 1ST AVE NEW YORK NY 10075-2304,ELDER CRAFTSMEN INC,A40,0.0,0.0,NY,1484 1ST AVE,10075-2304,10075.0,A40
349808,350 W 42ND ST APT 39D,NEW YORK,,10725,651253641,23431,36061.0,350 W 42ND ST NEW YORK NY 10036-6959,DANCEBREAK FOUNDATION,A62,0.0,11925.0,NY,350 W 42ND ST,10036-6959,10036.0,A62
349986,1230 5TH AVE,NEW YORK,,30427,133205023,28874,36061.0,1230 5TH AVE NEW YORK NY 10029-4401,LA CASA DE LA HERENCIA CULTURAL PUERTORRIQUENA INC,A23,2004.0,32431.0,NY,1230 5TH AVE,10029-4401,10029.0,A23
350085,2127 24TH DR,ASTORIA,,1750,205575643,21,36081.0,2127 24TH DR ASTORIA NY 11102-3446,KYRENIA OPERA INC,A6A,0.0,1750.0,NY,2127 24TH DR,11102-3446,11102.0,A6A
350370,579 WASHINGTON AVE,BROOKLYN,,97750,262138987,94140,36047.0,579 WASHINGTON AVE BROOKLYN NY 11238-3151,FULL SPECTRUM EXPERIENCE INC,A25,0.0,97750.0,NY,579 WASHINGTON AVE,11238-3151,11238.0,A25
350791,3420 44TH ST APT 3F,LONG IS CITY,,18376,200362628,30936,36081.0,3420 44TH ST LONG IS CITY NY 11101-1251,SYREN MODERN DANCE,A62,11962.0,31079.0,NY,3420 44TH ST,11101-1251,11101.0,A62
350840,174 26TH ST,BROOKLYN,,40890,800230451,28190,36047.0,174 26TH ST BROOKLYN NY 11232-1411,KW PROJECTS INC,A61,20440.0,65325.0,NY,174 26TH ST,11232-1411,11232.0,A61
350901,599 E 7TH ST APT 5A,BROOKLYN,,64278,112611688,64278,36047.0,599 E 7TH ST BROOKLYN NY 11218-5914,BROOKLYN HISTORIC RAILWAY ASSOCIATION,A54,0.0,64278.0,NY,599 E 7TH ST,11218-5914,11218.0,A54
350945,64 E 4TH ST,NEW YORK,,0,30551750,0,36061.0,64 E 4TH ST NEW YORK NY 10003-8903,CHOICIRCIATI CULTURAL CENTER INC,A20,0.0,0.0,NY,64 E 4TH ST,10003-8903,10003.0,A20
