,Unnamed: 0,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal,SUBDISCIPLINE
32,56380,C/O CONSTANTIN 575 MADISON AVE,NEW YORK,,26000,274105116,98335,36061.0,C/O CONSTANTIN 575 MADISON AVE NEW YORK NY 10022-0000,FRENCH ENTREPRENEURSHIP FRIENDSHIP SOCIETY INC,A23,59595.0,85595,NY,C/O CONSTANTIN 575 MADISON AVE,10022-0000,10022.0,A23,Cultural & Ethnic Awareness
33,56766,C/O CONSTANTIN ASSOCIATES - 575 MAD,NEW YORK,,53750,133835380,42125,36061.0,C/O CONSTANTIN ASSOCIATES - 575 MAD NEW YORK NY 10022-0000,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,A23,4425.0,58320,NY,C/O CONSTANTIN ASSOCIATES - 575 MAD,10022-0000,10022.0,A23,Cultural & Ethnic Awareness
34,56796,C/O45-25 162ND STREET,FLUSHING,,106450,113261970,106788,36081.0,C/O45-25 162ND STREET FLUSHING NY 11358-0000,KOREAN AIR CONDITIONING & REFRIG ASSOC OF NY INC,A23,0.0,106988,NY,C/O45-25 162ND STREET,11358-0000,11358.0,A23,Cultural & Ethnic Awareness
35,60085,45 W 14TH ST,NEW YORK,,0,135502139,68364,36061.0,45 W 14TH ST NEW YORK NY 10011-7419,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,A40,71484.0,71484,NY,45 W 14TH ST,10011-7419,10011.0,A40,Visual Arts
36,64378,2322 STEINWAY ST,ASTORIA,,3032,113238845,60776,36081.0,2322 STEINWAY ST ASTORIA NY 11105-1913,A I A QUEENS INC,A40,64683.0,67935,NY,2322 STEINWAY ST,11105-1913,11105.0,A40,Visual Arts
37,64557,3 WEST 18TH STREET,NEW YORK,,70264,134017838,77874,36061.0,3 WEST 18TH STREET NEW YORK NY 10011-4610,ASSOCIATION OF MUSIC PRODUCERS INC,A68,0.0,70264,NY,3 WEST 18TH STREET,10011-4610,10011.0,A68,Music
38,65110,45 E 85TH ST,NEW YORK,,0,134218359,141537,36061.0,45 E 85TH ST NEW YORK NY 10028-0957,ASSOCIATION OF ART MUSEUM CURATORS,A50,145034.0,154857,NY,45 E 85TH ST,10028-0957,10028.0,A50,Museums
39,66104,SEAN MCGOVERN 9230 SPRINGFIELD BLVD,QUEENS VILLAGE,,0,131426099,24138,36081.0,SEAN MCGOVERN 9230 SPRINGFIELD BLVD QUEENS VILLAGE NY 11428-0000,UNITED IRISH COUNTIES ASSOCIATION OF NEW YORK INC,A23,800.0,34793,NY,SEAN MCGOVERN 9230 SPRINGFIELD BLVD,11428-0000,11428.0,A23,Cultural & Ethnic Awareness
40,68865,52 VANDERBILT 20TH FL,NEW YORK,0.0,60368,521902671,122148,36061.0,52 VANDERBILT NEW YORK NY 10017-3808,BRITISH-AMERICAN BUSINESS COUNCIL,A23,54260.0,114627,NY,52 VANDERBILT,10017-3808,10017.0,A23,Cultural & Ethnic Awareness
41,73753,27 W 20TH ST STE 601,NEW YORK,0.0,55792,133131629,54115,36061.0,27 W 20TH ST NEW YORK NY 10011-3728,ADVERTISING PHOTOGRAPHER OF AMERICA INC,A40,0.0,55793,NY,27 W 20TH ST,10011-3728,10011.0,A40,Visual Arts
42,76543,132 DELANCY ST 2ND FL,NEW YORK,345000.0,1048714,203132925,841941,36061.0,132 DELANCY ST NEW YORK NY 10002-3325,AMERICAN ASSOCIATION OF INDEPENDENT MUSIC INC,A68,0.0,1050849,NY,132 DELANCY ST,10002-3325,10002.0,A68,Music
43,76877,NEW YORK TERMINAL MKT RM C27,BRONX,0.0,147095,133071647,147095,36005.0,NEW YORK TERMINAL MKT BRONX NY 10474-0000,KOREAN PRODUCE ASSOCIATION INC,A23,0.0,147095,NY,NEW YORK TERMINAL MKT,10474-0000,10474.0,A23,Cultural & Ethnic Awareness
44,77923,PO BOX 260001,BELLROSE,0.0,66992,30560682,64831,36081.0,,RAJPUT CULTURAL SOCIETY OF NORTH AMERICA,A23,0.0,66992,NY,,11426-0001,11426.0,A23,Cultural & Ethnic Awareness
45,78860,35-30 FARRINGTON ST 2FL,FLUSHING,0.0,162386,113212678,149923,36081.0,35-30 FARRINGTON ST FLUSHING NY 11354-2827,KOREAN-AMERICAN NAIL SALON ASSOCIATION OF NEW YORK INC,A23,0.0,162386,NY,35-30 FARRINGTON ST,11354-2827,11354.0,A23,Cultural & Ethnic Awareness
46,80440,1000 FIFTH AVENUE,NEW YORK,17914.0,0,131956457,433436,36061.0,1000 FIFTH AVENUE NEW YORK NY 10028-0113,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,457081.0,457545,NY,1000 FIFTH AVENUE,10028-0113,10028.0,A50,Museums
47,89709,41 2ND ST,BROOKLYN,0.0,55525,113057468,42231,36047.0,41 2ND ST BROOKLYN NY 11231-4801,BROOKLYN CHAPTER AMERICAN INSTITUTE OF ARCHITECTS,A03,0.0,99099,NY,41 2ND ST,11231-4801,11231.0,A03,Professional Societies & Associations
48,93069,536 LAGUARDIA PL,NEW YORK,1461604.0,1533607,131505524,3992697,36061.0,536 LAGUARDIA PL NEW YORK NY 10012-1401,AMERICAN INSTITUTE OF ARCHITECTS,A40,2387123.0,4130706,NY,536 LAGUARDIA PL,10012-1401,10012.0,A40,Visual Arts
49,102260,207 CANAL ST FL 3,NEW YORK,0.0,237012,262752840,135771,36061.0,207 CANAL ST NEW YORK NY 10013-4125,CHAO CHIU ASSOCIATION INC,A20,0.0,237012,NY,207 CANAL ST,10013-4125,10013.0,A20,Arts & Culture
50,103015,156 WEST 56 TH STREET NO 1804,NEW YORK,0.0,15000,222701258,109535,36061.0,156 WEST 56 TH STREET NO NEW YORK NY 10019-0000,BOOKBINDERS GUILD OF NEW YORK INC,A20,102929.0,117976,NY,156 WEST 56 TH STREET NO,10019-0000,10019.0,A20,Arts & Culture
51,103113,56 W 45TH ST STE 705,NEW YORK,44000.0,0,133211019,411571,36061.0,56 W 45TH ST NEW YORK NY 10036-4215,INDIAN DIAMOND & COLORSTONE ASSOC INC,A23,435857.0,437981,NY,56 W 45TH ST,10036-4215,10036.0,A23,Cultural & Ethnic Awareness
52,103114,10916 JAMAICA AVE,RICHMOND HILL,81773.0,207227,116102176,200336,36081.0,10916 JAMAICA AVE RICHMOND HILL NY 11418-2334,NATIONAL ASSOCIATION OF LETTER CARRIERS,A23,0.0,207227,NY,10916 JAMAICA AVE,11418-2334,11418.0,A23,Cultural & Ethnic Awareness
53,103927,JPMORGAN CHASE BANK NA 1 CHASE,NEW YORK,11023.0,0,133364852,384920,36061.0,JPMORGAN CHASE BANK NA 1 CHASE NEW YORK NY 10005-0000,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,A40,563563.0,610632,NY,JPMORGAN CHASE BANK NA 1 CHASE,10005-0000,10005.0,A40,Visual Arts
54,105010,125 W 55TH ST,NEW YORK,0.0,0,131583260,2959,36061.0,125 W 55TH ST NEW YORK NY 10019-5369,STATION REPRESENTATIVES ASSOCIATION INC,A01,0.0,3275,NY,125 W 55TH ST,10019-5369,10019.0,A01,Alliances & Advocacy
55,111301,150 W 28TH ST STE 801,NEW YORK,226500.0,186520,133183002,726778,36061.0,150 W 28TH ST NEW YORK NY 10001-6181,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,A23,647275.0,845483,NY,150 W 28TH ST,10001-6181,10001.0,A23,Cultural & Ethnic Awareness
56,114338,729 SEVENTH AVENUE 5TH FLOOR,NEW YORK,3274133.0,1092557,130951470,7587315,36061.0,729 SEVENTH AVENUE NEW YORK NY 10019-6831,THE BROADWAY LEAGUE INC,A03,7441193.0,9360554,NY,729 SEVENTH AVENUE,10019-6831,10019.0,A03,Professional Societies & Associations
57,114594,62 BAYARD STREET,NEW YORK,0.0,0,133353621,8467,36061.0,62 BAYARD STREET NEW YORK NY 10013-4938,SU KAI CHIN ASSOCIATION INC,A23,0.0,391,NY,62 BAYARD STREET,10013-4938,10013.0,A23,Cultural & Ethnic Awareness
58,114968,630 9TH AVE STE 609,NEW YORK,719466.0,0,330274349,1668895,36061.0,630 9TH AVE NEW YORK NY 10036-3748,PLASA NORTH AMERICA,A01,1141670.0,1506229,NY,630 9TH AVE,10036-3748,10036.0,A01,Alliances & Advocacy
59,116102,60 E 42ND ST STE 2214,NEW YORK,0.0,0,133341914,100884,36061.0,60 E 42ND ST NEW YORK NY 10165-6232,GRUPPO ESPONENTI ITALIANI INC,A23,72240.0,72240,NY,60 E 42ND ST,10165-6232,10165.0,A23,Cultural & Ethnic Awareness
60,117913,385 5TH AVE RM 1110,NEW YORK,0.0,23825,133443010,89980,36061.0,385 5TH AVE NEW YORK NY 10016-3340,NATIONAL CHINESE AMERICAN JEWELRY ASSOCIATION INC,A23,40712.0,64545,NY,385 5TH AVE,10016-3340,10016.0,A23,Cultural & Ethnic Awareness
61,118647,99 PARK AVE RM 1830,NEW YORK,191722.0,0,237411166,292488,36061.0,99 PARK AVE NEW YORK NY 10016-1613,LIBERIAN SHIPOWNERS COUNCIL LTD,A23,312042.0,313090,NY,99 PARK AVE,10016-1613,10016.0,A23,Cultural & Ethnic Awareness
62,126008,770 BROADWAY 7TH FLOOR,NEW YORK,0.0,0,160876072,210635,36061.0,770 BROADWAY NEW YORK NY 10003-9595,NATO THEATRE OWNERS OF NEW YORK STATE INC,A65,51817.0,72927,NY,770 BROADWAY,10003-9595,10003.0,A65,Theater
63,126062,205 LEXINGTON AVE RM 901,NEW YORK,453166.0,918029,136149730,1577989,36061.0,205 LEXINGTON AVE NEW YORK NY 10016-6022,ART DEALERS ASSOCIATION OF AMERICA INC,A03,300493.0,1626877,NY,205 LEXINGTON AVE,10016-6022,10016.0,A03,Professional Societies & Associations
64,129174,770 BROADWAY 7TH FLOOR,NEW YORK,0.0,0,952786905,372608,36061.0,770 BROADWAY NEW YORK NY 10003-9522,INTERNATIONAL THEATRE EQUIPMENT ASSOCIATION INC,A65,307871.0,308432,NY,770 BROADWAY,10003-9522,10003.0,A65,Theater
65,129402,432 PARK AVE S FL 6,NEW YORK,1357563.0,5163468,130417765,10362006,36061.0,432 PARK AVE S NEW YORK NY 10016-8013,ADVERTISING RESEARCH FOUNDATION INC,A03,4708974.0,10197515,NY,432 PARK AVE S,10016-8013,10016.0,A03,Professional Societies & Associations
66,131349,2038 DAVIDSON AVE,BRONX,0.0,44703,203834646,40774,36005.0,2038 DAVIDSON AVE BRONX NY 10453-4652,LATINO ASSOCIATION OF TAX PREPARERS INC,A23,0.0,44703,NY,2038 DAVIDSON AVE,10453-4652,10453.0,A23,Cultural & Ethnic Awareness
67,131996,126 UNIVERSITY PL APT 5,NEW YORK,231105.0,388922,135606408,564213,36061.0,126 UNIVERSITY PL NEW YORK NY 10003-4571,NATIONAL LAWYERS GUILD,A20,90334.0,498303,NY,126 UNIVERSITY PL,10003-4571,10003.0,A20,Arts & Culture
68,136787,3206 CLARENDON RD,BROOKLYN,13150.0,15600,113216404,138405,36047.0,3206 CLARENDON RD BROOKLYN NY 11226-6418,CARIBBEAN CUP INC,A23,110171.0,125856,NY,3206 CLARENDON RD,11226-6418,11226.0,A23,Cultural & Ethnic Awareness
69,137394,210 11TH AVE RM 1103,NEW YORK,464663.0,0,131589984,3229384,36061.0,210 11TH AVE NEW YORK NY 10001-1224,WOOLMARK AMERICAS INC,A60,80902.0,3137264,NY,210 11TH AVE,10001-1224,10001.0,A60,Performing Arts
70,137851,200 EASTERN PKWY,BROOKLYN,3476.0,0,116042353,108764,36047.0,200 EASTERN PKWY BROOKLYN NY 11238-6052,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,111916.0,111933,NY,200 EASTERN PKWY,11238-6052,11238.0,A50,Museums
71,138646,246 W END AVE APT 9G,NEW YORK,,0,208475100,93485,36061.0,246 W END AVE NEW YORK NY 10023-3623,APPLIED IMPROVISATION NETWORK,A6C,103386.0,103414,NY,246 W END AVE,10023-3623,10023.0,A6C,Bands & Ensembles
72,625,PO BOX 720335,JACKSON HTS,,18865,112688282,34743,36081.0,,JACKSON HEIGHTS ART CLUB INC,A25,30830.0,50162,NY,,11372-0335,11372.0,A25,Arts Education
73,629,45 4TH AVE,BROOKLYN,184142.0,316210,112726558,716339,36047.0,45 4TH AVE BROOKLYN NY 11217-1903,DANCEWAVE INC,A62,497586.0,821954,NY,45 4TH AVE,11217-1903,11217.0,A62,Dance
74,675,289 WASHINGTON AVENUE NO GROUND,BROOKLYN,,48850,113284094,52068,36047.0,289 WASHINGTON AVENUE NO GROUND BROOKLYN NY 11205-4202,THEATRE THREE COLLABORATIVE INC,A65,2551.0,51401,NY,289 WASHINGTON AVENUE NO GROUND,11205-4202,11205.0,A65,Theater
75,680,8384 116TH ST APT 2K,RICHMOND HILL,,43577,113338875,99502,36081.0,8384 116TH ST RICHMOND HILL NY 11418-3470,THE RAJKUMARI CULTURAL CENTER INC,A23,6600.0,50177,NY,8384 116TH ST,11418-3470,11418.0,A23,Cultural & Ethnic Awareness
76,681,853 MANHATTAN AVENUE,BROOKLYN,,29952,113348710,51428,36047.0,853 MANHATTAN AVENUE BROOKLYN NY 11222-5971,WOVEN SPACES INC,A40,23223.0,53175,NY,853 MANHATTAN AVENUE,11222-5971,11222.0,A40,Visual Arts
77,698,1068 DEAN ST,BROOKLYN,,1275,113571476,55656,36047.0,1068 DEAN ST BROOKLYN NY 11216-2908,BY ALL MEANS SAVE SOME CORPORATION,A25,50220.0,51495,NY,1068 DEAN ST,11216-2908,11216.0,A25,Arts Education
78,704,96-09 66 AVE,REGO PARK,,23462,113640720,16246,36081.0,96-09 66 AVE REGO PARK NY 11374-4159,NERIYE AMINOV FUND INC,A61,0.0,23462,NY,96-09 66 AVE,11374-4159,11374.0,A61,Performing Arts Centers
79,716,140-42 SECOND AVENUE,NEW YORK,,25900,113757378,37268,36061.0,140-42 SECOND AVENUE NEW YORK NY 10003-8364,HUMAN FUTURE DANCE CORPS INC,A62,12353.0,41279,NY,140-42 SECOND AVENUE,10003-8364,10003.0,A62,Dance
80,731,520 8TH AVE RM 303,NEW YORK,114657.0,301726,131394732,358098,36061.0,520 8TH AVE NEW YORK NY 10018-8635,WORKING THEATRE CO INC,A65,32336.0,339141,NY,520 8TH AVE,10018-8635,10018.0,A65,Theater
81,747,130 W 56TH ST RM 707,NEW YORK,,0,132502177,11185,36061.0,130 W 56TH ST NEW YORK NY 10019-3962,CUNNINGHAM DANCE FOUNDATION INC,A62,0.0,11185,NY,130 W 56TH ST,10019-3962,10019.0,A62,Dance
82,749,684 PARK AVE,NEW YORK,949236.0,943945,132548780,2722924,36061.0,684 PARK AVE NEW YORK NY 10065-5043,QUEEN SOFIA SPANISH INSTITUTE INC,A23,577678.0,1842183,NY,684 PARK AVE,10065-5043,10065.0,A23,Cultural & Ethnic Awareness
83,754,155 1ST AVE,NEW YORK,128753.0,672407,132694851,923106,36061.0,155 1ST AVE NEW YORK NY 10003-2906,THEATRE FOR THE NEW CITY FOUNDATION INC,A65,315167.0,1019602,NY,155 1ST AVE,10003-2906,10003.0,A65,Theater
84,761,7 E 20TH ST APT 6F,NEW YORK,77292.0,284188,132873045,299243,36061.0,7 E 20TH ST NEW YORK NY 10003-1106,MUSIC FROM JAPAN INC,A68,8907.0,293396,NY,7 E 20TH ST,10003-1106,10003.0,A68,Music
85,767,390 BROADWAY,NEW YORK,213828.0,217419,132928554,661819,36061.0,390 BROADWAY NEW YORK NY 10013-3512,NEW YORK CHINESE CULTURAL CENTER INC,A23,456871.0,674295,NY,390 BROADWAY,10013-3512,10013.0,A23,Cultural & Ethnic Awareness
86,772,1000 RICHMOND TERRACE,STATEN ISLAND,152021.0,94941,132977495,341264,36085.0,1000 RICHMOND TERRACE STATEN ISLAND NY 10301-1114,ART LAB INC,A25,241364.0,339276,NY,1000 RICHMOND TERRACE,10301-1114,10301.0,A25,Arts Education
87,785,PO BOX 150562,BROOKLYN,128024.0,17161,133087483,262402,36047.0,,PUPPET WORKS INC,A65,241448.0,258609,NY,,11215-0562,11215.0,A65,Theater
88,793,1290 AVENUE OF THE AMERICAS,NEW YORK,470721.0,6089665,133171867,4908448,36061.0,1290 AVENUE OF THE AMERICAS NEW YORK NY 10104-0101,ROCK & ROLL HALL OF FAME FOUNDATION INC,A50,0.0,6262466,NY,1290 AVENUE OF THE AMERICAS,10104-0101,10104.0,A50,Museums
89,808,275 CHURCH ST,NEW YORK,34852.0,153478,133352195,250519,36061.0,275 CHURCH ST NEW YORK NY 10013-3414,MELA FOUNDATION INC,A20,78744.0,232237,NY,275 CHURCH ST,10013-3414,10013.0,A20,Arts & Culture
90,812,55 WEST END AVENUE GROUND FLOOR,NEW YORK,489383.0,579281,133369451,1412790,36061.0,55 WEST END AVENUE GROUND NEW YORK NY 10023-7842,THE WOMENS PROJECT & PRODUCTIONS,A65,330648.0,972591,NY,55 WEST END AVENUE GROUND,10023-7842,10023.0,A65,Theater
91,813,1738 HONE AVE,BRONX,81980.0,186956,133378184,200612,36005.0,1738 HONE AVE BRONX NY 10461-1403,EN FOCO INCORPORATED,A40,14959.0,201915,NY,1738 HONE AVE,10461-1403,10461.0,A40,Visual Arts
92,815,111 FRONT STREET 202,BROOKLYN,,0,133385363,41115,36047.0,111 FRONT STREET BROOKLYN NY 11201-1007,RHOMBUS - AMOS ENO GALLERY INC,A40,41366.0,43438,NY,111 FRONT STREET,11201-1007,11201.0,A40,Visual Arts
93,821,PO BOX 99,NEW YORK,,39633,133491746,37821,36061.0,,NEW AMSTERDAM BOYS CHOIR INC,A6B,1500.0,41133,NY,,10029-0000,10029.0,A6B,Singing & Choral Groups
94,840,311 W 43RD ST STE 307,NEW YORK,442051.0,1202772,133687725,1445748,36061.0,311 W 43RD ST NEW YORK NY 10036-6030,MINT THEATER COMPANY INC,A65,570971.0,1919956,NY,311 W 43RD ST,10036-6030,10036.0,A65,Theater
95,844,PO BOX 17,NEW YORK,23000.0,72710,133708592,93838,36061.0,,LA COMPAGNIA DE COLOMBARI INC,A65,2395.0,75116,NY,,10014-0017,10014.0,A65,Theater
96,852,SUITE 406,NEW YORK,565190.0,1235275,133779197,1625358,36061.0,SUITE NEW YORK NY 10036-6025,LARK THEATRE COMPANY INC,A65,24694.0,1261579,NY,SUITE,10036-6025,10036.0,A65,Theater
