,Unnamed: 0,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal,SUBDISCIPLINE
31,11252,299 BROADWAY STE 206,NEW YORK,48089,0,131101367,188680,36061.0,299 BROADWAY NEW YORK NY 10007-4107,NEW YORK SOCIETY OF ARCHITECTS,A03,161217.0,181772,NY,299 BROADWAY,10007-4107,10007.0,,Professional Societies & Associations
32,11308,7 E 235TH ST,BRONX,0,0,131426099,39817,36005.0,7 E 235TH ST BRONX NY 10470-1901,UNITED IRISH COUNTIES ASSOCIATION OF NEW YORK INC,A23,760.0,19328,NY,7 E 235TH ST,10470-1901,10470.0,,Cultural & Ethnic Awareness
33,11328,536 LAGUARDIA PL,NEW YORK,1059202,0,131505524,3140295,36061.0,536 LAGUARDIA PL NEW YORK NY 10012-1401,AMERICAN INSTITUTE OF ARCHITECTS,A40,1115552.0,3221279,NY,536 LAGUARDIA PL,10012-1401,10012.0,,Visual Arts
34,11369,1230 AVE OF THE AMERICAS 7THFL,NEW YORK,30859,9000,131589984,116902,36061.0,1230 AVE OF THE AMERICAS NEW YORK NY 10020-0000,WOOLMARK AMERICAS INC,A60,97797.0,108684,NY,1230 AVE OF THE AMERICAS,10020-0000,10020.0,,Performing Arts
35,11718,1000 5TH AVE,NEW YORK,17906,0,131956457,369848,36061.0,1000 5TH AVE NEW YORK NY 10028-0113,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,413700.0,419921,NY,1000 5TH AVE,10028-0113,10028.0,,Museums
36,11772,45 W 14TH ST,NEW YORK,0,0,132534897,250186,36061.0,45 W 14TH ST NEW YORK NY 10011-7419,PAINTING INDUSTRY FUND BUILDING CORP,A40,325171.0,330593,NY,45 W 14TH ST,10011-7419,10011.0,,Visual Arts
37,11975,360 MADISON AVE STE 15FL,NEW YORK,0,0,132877623,183115,36061.0,360 MADISON AVE NEW YORK NY 10017-7111,FIXED INCOME ANALYSTS SOCIETY INC HARRHANSEN MGMT INC,A01,184177.0,188932,NY,360 MADISON AVE,10017-7111,10017.0,,Alliances & Advocacy
38,12093,243 5TH AVE,NEW YORK,0,0,132990527,101216,36061.0,243 5TH AVE NEW YORK NY 10016-8703,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,A68,219395.0,221880,NY,243 5TH AVE,10016-8703,10016.0,,Music
39,12172,NY TERMINAL MARKET ROOM C27,BRONX,0,0,133071647,117977,36005.0,NY TERMINAL MARKET BRONX NY 10474-0000,KOREAN PRODUCE ASSOCIATION INC,A23,118340.0,118340,NY,NY TERMINAL MARKET,10474-0000,10474.0,,Cultural & Ethnic Awareness
40,12240,27 W 20TH ST STE 601,NEW YORK,0,41827,133131629,46974,36061.0,27 W 20TH ST NEW YORK NY 10011-3728,ADVERTISING PHOTOGRAPHER OF AMERICA INC,A40,0.0,41845,NY,27 W 20TH ST,10011-3728,10011.0,,Visual Arts
41,12246,3625 BAINBRIDGE AVE,BRONX,0,0,133132781,117841,36005.0,3625 BAINBRIDGE AVE BRONX NY 10467-1168,3680 HOLDING COMPANY INC,A60,117826.0,117841,NY,3625 BAINBRIDGE AVE,10467-1168,10467.0,,Performing Arts
42,12264,14602 89TH AVE,JAMAICA,3980,0,133154895,72405,36081.0,14602 89TH AVE JAMAICA NY 11435-3638,INDIAN DENTAL ASSOCIATION USA INC,A23,86785.0,93439,NY,14602 89TH AVE,11435-3638,11435.0,,Cultural & Ethnic Awareness
43,12292,420 LEXINGTON AVE RM 2034,NEW YORK,71726,0,133183002,388085,36061.0,420 LEXINGTON AVE NEW YORK NY 10170-0012,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,A23,472240.0,479606,NY,420 LEXINGTON AVE,10170-0012,10170.0,,Cultural & Ethnic Awareness
44,12300,101 W 23RD ST 2343,NEW YORK,0,0,133190575,27981,36061.0,101 W 23RD ST NEW YORK NY 10011-2490,AMERICAN SOCIETY OF MEDIA PHOTOGRAPHERS INC,A40,38918.0,38917,NY,101 W 23RD ST,10011-2490,10011.0,,Visual Arts
45,12334,56 W 45TH ST STE 705,NEW YORK,21600,0,133211019,354643,36061.0,56 W 45TH ST NEW YORK NY 10036-4215,INDIAN DIAMOND & COLORSTONE ASSOC INC,A23,342750.0,348911,NY,56 W 45TH ST,10036-4215,10036.0,,Cultural & Ethnic Awareness
46,12374,32 BROADWAY STE 1114,NEW YORK,0,0,133251595,15394,36061.0,32 BROADWAY NEW YORK NY 10004-1612,GRAPHIC ARTISTS GUILD OF NEW YORK,A40,27198.0,27205,NY,32 BROADWAY,10004-1612,10004.0,,Visual Arts
47,12397,201 E 17TH ST APT 28J,NEW YORK,0,1029,133302569,43013,36061.0,201 E 17TH ST NEW YORK NY 10003-3681,NEW YORK DIVISION ELECTRIC RAILROADERS ASSOCIATION,A54,38662.0,40353,NY,201 E 17TH ST,10003-3681,10003.0,,History Museums
48,12414,60 E 42ND ST RM 1341,NEW YORK,0,0,133341914,173223,36061.0,60 E 42ND ST NEW YORK NY 10165-1341,GRUPPO ESPONENTI ITALIANI INC,A23,156438.0,157474,NY,60 E 42ND ST,10165-1341,10165.0,,Cultural & Ethnic Awareness
49,12425,3333 HENRY HUDSON PKWY,BRONX,0,9050,133358453,51610,36005.0,3333 HENRY HUDSON PKWY BRONX NY 10463-3224,U S S INTREPID ASSOCIATION INC,A12,39485.0,54494,NY,3333 HENRY HUDSON PKWY,10463-3224,10463.0,,Fund Raising & Fund Distribution
50,12429,1 CHASE PLAZA STE 13TH FL,NEW YORK,8000,0,133364852,408601,36061.0,1 CHASE PLAZA STE NEW YORK NY 10005-0000,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,A40,1292510.0,1347528,NY,1 CHASE PLAZA STE,10005-0000,10005.0,,Visual Arts
51,12450,,,0,29089,133395530,81264,36061.0,,CHUNG KUO KUO MIN TANG INC,A23,0.0,145287,NY,,10013,10013.0,,Cultural & Ethnic Awareness
52,12453,165 W 46TH ST,NEW YORK,0,0,133398825,6000,36061.0,165 W 46TH ST NEW YORK NY 10036-2501,ACTORS EQUITY HOLDING CORPORATION,A65,0.0,840753,NY,165 W 46TH ST,10036-2501,10036.0,,Theater
53,12468,90 ELIZABETH STREET,NEW YORK,0,0,133418616,133641,36061.0,90 ELIZABETH STREET NEW YORK NY 10013-5566,CHINESE WEN CHOW ASSOCIATION INC,A23,11970.0,148393,NY,90 ELIZABETH STREET,10013-5566,10013.0,,Cultural & Ethnic Awareness
54,12491,385 5TH AVE,NEW YORK,0,109891,133443010,283904,36061.0,385 5TH AVE NEW YORK NY 10016-3319,NATIONAL CHINESE AMERICAN JEWELRY ASSOCIATION INC,A23,147909.0,259349,NY,385 5TH AVE,10016-3319,10016.0,,Cultural & Ethnic Awareness
55,12506,27 E BROADWAY,NEW YORK,0,0,133471375,11591,36061.0,27 E BROADWAY NEW YORK NY 10002-6804,NEW YORK CHINESE AMERICAN BANKERS ASSOCIATION INC,A23,27750.0,7276,NY,27 E BROADWAY,10002-6804,10002.0,,Cultural & Ethnic Awareness
56,12537,470 PARK AVE S FRNT 2,NEW YORK,22250,0,133498699,66503,36061.0,470 PARK AVE S FRNT NEW YORK NY 10016-6819,GLOBAL PUBLIC AFFAIRS INSTITUTE INC,A01,30500.0,30198,NY,470 PARK AVE S FRNT,10016-6819,10016.0,,Alliances & Advocacy
57,12547,13 E 16TH ST FL 6,NEW YORK,317239,436075,133506309,774407,36061.0,13 E 16TH ST NEW YORK NY 10003-3114,UNITED STATES ASSOCIATION OF IMPORTERS OF TEXTILES AND APPAREL,A40,0.0,729047,NY,13 E 16TH ST,10003-3114,10003.0,,Visual Arts
58,12599,PO BOX 872,NEW YORK,0,0,133568008,33275,36061.0,,PRIVATE ART DEALERS ASSOCIATION INC,A03,31038.0,32454,NY,,10021-0002,10021.0,,Professional Societies & Associations
59,12707,242 W 38TH ST,NEW YORK,0,95227,133670200,99936,36061.0,242 W 38TH ST NEW YORK NY 10018-5804,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,A23,0.0,95227,NY,242 W 38TH ST,10018-5804,10018.0,,Cultural & Ethnic Awareness
60,12731,245 PARK AVE,NEW YORK,0,0,133698552,3440000,36061.0,245 PARK AVE NEW YORK NY 10167-0002,QUEENRHIS FUNDING COMPANY,A60,3440000.0,3440000,NY,245 PARK AVE,10167-0002,10167.0,,Performing Arts
61,12793,PO BOX 757,NEW YORK,0,188100,133761506,175341,36061.0,,GUITAR AND ACCESSORIES MARKETING ASSOCIATION INC,A68,75000.0,263732,NY,,10033-0595,10033.0,,Music
62,12805,322 8TH AVE FL 21,NEWYORK,0,22775,133772271,32901,36061.0,322 8TH AVE NEWYORK NY 10001-6763,LEAGUE OF OFF-BROADWAY THEATRES AND PRODUCERS INC,A65,950.0,25161,NY,322 8TH AVE,10001-6763,10001.0,,Theater
63,12815,PO BOX 5005,NEW YORK,0,0,133781444,1881779,36061.0,,WALNUT CREEK PROPERTIES INC,A23,4412456.0,42820362,NY,,10163-5005,10163.0,,Cultural & Ethnic Awareness
64,12860,192 LEXINGTON AVE RM 1101,NEW YORK,0,0,133835380,9085,36061.0,192 LEXINGTON AVE NEW YORK NY 10016-6823,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,A23,2818.0,13373,NY,192 LEXINGTON AVE,10016-6823,10016.0,,Cultural & Ethnic Awareness
65,12880,3370 PRINCE ST STE 703,FLUSHING,0,39250,133853865,94741,36081.0,3370 PRINCE ST FLUSHING NY 11354-2703,AMERICAN ASSOCIATION OF CHINESE PHYSICIANS,A23,0.0,39250,NY,3370 PRINCE ST,11354-2703,11354.0,,Cultural & Ethnic Awareness
66,12907,PO BOX 1050,NEW YORK,0,0,133873175,41458,36061.0,,NETWORK OF INDIAN PROFESSIONALS INC,A23,54441.0,54542,NY,,10116-1050,10116.0,,Cultural & Ethnic Awareness
67,12922,245 PARK AVE,NEW YORK,0,0,133893891,9454052,36061.0,245 PARK AVE NEW YORK NY 10167-0002,SIXTH AVENUE ML COMPANY INC,A60,9454052.0,9454052,NY,245 PARK AVE,10167-0002,10167.0,,Performing Arts
68,12979,,,0,28730,133967440,25814,36061.0,,CONCERNED FILIPINOS FOR UNITY INC,A23,3850.0,32580,NY,,10032,10032.0,,Cultural & Ethnic Awareness
69,12988,1251 AVE OF THE AMERICAS 35TH FLR,NEW YORK,0,0,133975917,0,36061.0,1251 AVE OF THE AMERICAS NEW YORK NY 10020-1104,CRYSTAL CREEK INVESTMENT GROUP INC,A23,0.0,33841560,NY,1251 AVE OF THE AMERICAS,10020-1104,10020.0,,Cultural & Ethnic Awareness
70,13020,245 PARK AVE,NEW YORK,0,0,134005504,3576290,36061.0,245 PARK AVE NEW YORK NY 10167-0002,RIDGEWAY FUNDING COMPANY INC,A60,3576290.0,3576290,NY,245 PARK AVE,10167-0002,10167.0,,Performing Arts
71,13045,3 W 18TH ST,NEW YORK,0,0,134017838,40220,36061.0,3 W 18TH ST NEW YORK NY 10011-4610,ASSOCIATION OF MUSIC PRODUCERS INC,A68,49973.0,49973,NY,3 W 18TH ST,10011-4610,10011.0,,Music
72,13195,501 W 42ND ST,NEW YORK,48560,0,134192352,576722,36061.0,501 W 42ND ST NEW YORK NY 10036-6205,ARCHITECTURAL IRON REALTY CORP,A40,204700.0,204700,NY,501 W 42ND ST,10036-6205,10036.0,,Visual Arts
73,13215,45 E 85TH ST,NEW YORK,0,602,134218359,160333,36061.0,45 E 85TH ST NEW YORK NY 10028-0957,ASSOCIATION OF ART MUSEUM CURATORS,A50,0.0,114530,NY,45 E 85TH ST,10028-0957,10028.0,,Museums
74,13418,45 E 33RD ST,NEW YORK,77283,32089,135493557,152756,36061.0,45 E 33RD ST NEW YORK NY 10016-5336,CEMETERY DEPT OF THE WORKMENS CIRCLE INC,A23,92141.0,126592,NY,45 E 33RD ST,10016-5336,10016.0,,Cultural & Ethnic Awareness
75,13420,45 W 14TH ST,NEW YORK,5370,0,135502139,62461,36061.0,45 W 14TH ST NEW YORK NY 10011-7419,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,A40,72837.0,72837,NY,45 W 14TH ST,10011-7419,10011.0,,Visual Arts
76,13502,307 W 30TH ST,NEW YORK,0,0,135580391,313551,36061.0,307 W 30TH ST NEW YORK NY 10001-2703,LITHUANIAN ALLIANCE OF AMERICA,A23,52355.0,148604,NY,307 W 30TH ST,10001-2703,10001.0,,Cultural & Ethnic Awareness
77,13533,126 UNIVERSITY PL APT 5,NEW YORK,210009,409860,135606408,570667,36061.0,126 UNIVERSITY PL NEW YORK NY 10003-4571,NATIONAL LAWYERS GUILD,A20,123887.0,537653,NY,126 UNIVERSITY PL,10003-4571,10003.0,,Arts & Culture
78,13585,225 W 39TH ST RM 302,NEW YORK,0,0,135647466,21314,36061.0,225 W 39TH ST NEW YORK NY 10018-3148,PLEATERS STITCHERS & EMBROIDERERS ASSN INC,A40,19927.0,25613,NY,225 W 39TH ST,10018-3148,10018.0,,Visual Arts
79,13588,355 LEXINGTON AVE FL 17,NEW YORK,0,0,135651681,44454,36061.0,355 LEXINGTON AVE NEW YORK NY 10017-6603,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,A01,10150.0,38834,NY,355 LEXINGTON AVE,10017-6603,10017.0,,Alliances & Advocacy
80,13672,400 LAFAYETTE ST RM 4,NEW YORK,0,0,136092225,11122,36061.0,400 LAFAYETTE ST NEW YORK NY 10003-6900,TEXTILE CONVERTERS LIQUIDATION BENEFIT FUND,A40,0.0,23610,NY,400 LAFAYETTE ST,10003-6900,10003.0,,Visual Arts
81,13725,125 BARCLAY ST,NEW YORK,0,0,136117924,17242,36061.0,125 BARCLAY ST NEW YORK NY 10007-2233,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,0.0,25959,NY,125 BARCLAY ST,10007-2233,10007.0,,Museums
82,13821,205 LEXINGTON AVE RM 901,NEW YORK,376100,0,136149730,1260712,36061.0,205 LEXINGTON AVE NEW YORK NY 10016-6022,ART DEALERS ASSOCIATION OF AMERICA INC,A03,1481029.0,1454763,NY,205 LEXINGTON AVE,10016-6022,10016.0,,Professional Societies & Associations
83,14142,1501 BROADWAY,NEW YORK,0,0,136976195,0,36061.0,1501 BROADWAY NEW YORK NY 10036-5601,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,A68,0.0,33648,NY,1501 BROADWAY,10036-5601,10036.0,,Music
84,15025,245 PARK AVE,NEW YORK,0,0,141876785,5577610,36061.0,245 PARK AVE NEW YORK NY 10167-0002,SPOKANE BUSINESS & INDUSTRIAL FUNDING COMPANY INC,A60,5577610.0,5577610,NY,245 PARK AVE,10167-0002,10167.0,,Performing Arts
85,16391,770 BROADWAY 7TH FLOOR,NEW YORK,0,0,160876072,131025,36061.0,770 BROADWAY NEW YORK NY 10003-9522,NATO THEATRE OWNERS OF NEW YORK STATE INC,A65,21092.0,-45670,NY,770 BROADWAY,10003-9522,10003.0,,Theater
86,18207,232 3RD ST 3RD FL,BROOKLYN,42850,96203,200367608,119235,36047.0,232 3RD ST BROOKLYN NY 11215-2704,ISSUE PROJECT ROOM INCORPORATED,A61,26395.0,122619,NY,232 3RD ST,11215-2704,11215.0,,Performing Arts Centers
87,18618,,,0,64147,200851781,62851,36081.0,,TEAM JAMAICA BICKLE INC,A23,0.0,64147,NY,,11432,11432.0,,Cultural & Ethnic Awareness
88,19236,37 OVERLOOK TER APT 3E,NEW YORK,0,12600,201575771,40482,36061.0,37 OVERLOOK TER NEW YORK NY 10033-2214,SELF-HELP ASSOCIATION OF AMERICAN RUSSIAN ELDERLY,A23,29602.0,42202,NY,37 OVERLOOK TER,10033-2214,10033.0,,Cultural & Ethnic Awareness
89,20609,853 BROADWAY STE 1406,NEW YORK,318333,0,203132925,649602,36061.0,853 BROADWAY NEW YORK NY 10003-4716,AMERICAN ASSOCIATION OF INDEPENDENT MUSIC INC,A68,739409.0,748129,NY,853 BROADWAY,10003-4716,10003.0,,Music
90,23254,,,0,22655,205782277,24337,36047.0,,THEATRE OF THE EXPENDABLE,A65,0.0,26355,NY,,11231,11231.0,,Theater
91,24106,PO BOX 5005,NEW YORK,0,0,208574404,2410,36061.0,,SSPF ALISO CREEK INC,A23,883664.0,883664,NY,,10163-5005,10163.0,,Cultural & Ethnic Awareness
92,24263,,,0,68471,208794205,87814,36047.0,,ASIAN AMERICAN RESTAURANT ASSOCIATION CORP,A23,0.0,68471,NY,,11237,11237.0,,Cultural & Ethnic Awareness
93,24389,,,0,56495,208970506,38497,36061.0,,REGIONAL TIBETAN WOMENS ASSOCIATION OF NEW YORK AND,A23,0.0,56495,NY,,10016,10016.0,,Cultural & Ethnic Awareness
94,26734,156 W 56TH ST STE 1902,NEW YORK,0,24850,222701258,220978,36061.0,156 W 56TH ST NEW YORK NY 10019-3922,BOOKBINDERS GUILD OF NEW YORK INC,A20,216196.0,242945,NY,156 W 56TH ST,10019-3922,10019.0,,Arts & Culture
95,27560,419 PARK AVENUE SOUTH #12,NEW YORK,0,0,223199519,0,36061.0,419 PARK AVENUE SOUTH #12 NEW YORK NY 10016,ASSOC OF INDIAN IN CONSTRUCTION IND INC,A23,0.0,17321,NY,419 PARK AVENUE SOUTH #12,10016,10016.0,,Cultural & Ethnic Awareness
96,28651,PO BOX 610533,BAYSIDE,0,0,226067322,19696,36081.0,,DANCE MASTERS OF AMERICA NEW YORK CITY CHAPTER INC,A62,26270.0,26270,NY,,11361-0533,11361.0,,Dance
97,33938,730 BROADWAY,NEW YORK,6000,0,237055265,100288,36061.0,730 BROADWAY NEW YORK NY 10003-9502,ST LOUIS TEXTILE PROCESSORS LOCAL 108 WELFARE FUND GROUP 1200,A40,70202.0,201418,NY,730 BROADWAY,10003-9502,10003.0,,Visual Arts
98,42202,99 PARK AVE RM 1700,NEW YORK,113020,0,237411166,268447,36061.0,99 PARK AVE NEW YORK NY 10016-1609,LIBERIAN SHIPOWNERS COUNCIL LTD,A23,299007.0,304244,NY,99 PARK AVE,10016-1609,10016.0,,Cultural & Ethnic Awareness
99,42831,61 MARTENSE ST APT 5A,BROOKLYN,0,0,237444871,81150,36047.0,61 MARTENSE ST BROOKLYN NY 11226-3236,CIVIL SERVICE EMPLOYEES ASSOCIATION,A57,68930.0,76791,NY,61 MARTENSE ST,11226-3236,11226.0,,Science & Technology Museums
100,48128,,,330960,0,260460046,3231582,36061.0,,CONCAR ACQUISITION COMPANY INC,A60,7013047.0,7024481,NY,,10163,10163.0,,Performing Arts
101,48164,PO BOX 5005,NEW YORK,0,0,260509362,300,36061.0,,FOURTH & HARRISON FUNDING COMPANY INC,A60,2421703.0,2421703,NY,,10163-0000,10163.0,,Performing Arts
102,48192,PO BOX 5005,NEW YORK,0,0,260542856,5967,36061.0,,URBAN W FUNDING COMPANY,A60,828200.0,828200,NY,,10163-0000,10163.0,,Performing Arts
